frame,t_sec,pairing,source,x1,y1,x2,y2,score
159,6.36,B,both_agree,2726.1,660.7,3051.1,1113.7,0.567
160,6.4,A,scrfd,1292.8,451.0,1660.2,931.3,0.885
160,6.4,A,scrfd,2814.6,766.4,3171.8,1465.0,0.808
160,6.4,A,scrfd,2712.1,634.0,3043.3,1171.2,0.564
160,6.4,A,orphan_safetynet,0,358.4,405.8,1015.7,0.886
160,6.4,B,both_agree,1292.8,451.0,1660.2,931.3,0.885
160,6.4,B,both_agree,2814.6,766.4,3171.8,1465.0,0.808
160,6.4,B,both_agree,2712.1,634.0,3043.3,1171.2,0.564
161,6.44,A,scrfd,1305.9,448.6,1674.2,935.9,0.888
161,6.44,A,scrfd,2800.9,767.2,3162.4,1462.6,0.781
161,6.44,A,scrfd,2697.2,640.8,3024.4,1179.0,0.534
161,6.44,A,orphan_safetynet,0,358.2,407.5,1015.9,0.882
161,6.44,B,both_agree,1305.9,448.6,1674.2,935.9,0.888
161,6.44,B,both_agree,2800.9,767.2,3162.4,1462.6,0.781
161,6.44,B,both_agree,2697.2,640.8,3024.4,1179.0,0.534
162,6.48,A,scrfd,1320.3,443.2,1688.2,936.8,0.881
162,6.48,A,scrfd,2801.2,772.7,3160.2,1449.3,0.767
162,6.48,A,scrfd,2684.5,622.0,3032.9,1276.6,0.554
162,6.48,A,orphan_safetynet,0,375.0,408.1,1026.5,0.883
162,6.48,B,both_agree,1320.3,443.2,1688.2,936.8,0.881
162,6.48,B,both_agree,2801.2,772.7,3160.2,1449.3,0.767
162,6.48,B,both_agree,2684.5,622.0,3032.9,1276.6,0.554
163,6.52,A,scrfd,1333.8,442.8,1703.5,935.1,0.876
163,6.52,A,scrfd,2803.7,779.7,3152.2,1443.9,0.76
163,6.52,A,scrfd,2674.2,683.1,2970.7,1146.3,0.608
163,6.52,A,orphan_safetynet,0,410.1,403.9,1050.4,0.89
163,6.52,B,both_agree,1333.8,442.8,1703.5,935.1,0.876
163,6.52,B,both_agree,2803.7,779.7,3152.2,1443.9,0.76
163,6.52,B,both_agree,2674.2,683.1,2970.7,1146.3,0.608
164,6.56,A,scrfd,1352.3,440.6,1717.5,932.6,0.88
164,6.56,A,scrfd,2802.9,791.1,3147.8,1438.1,0.753
164,6.56,A,scrfd,2661.6,693.8,2963.3,1132.4,0.638
164,6.56,A,orphan_safetynet,0,394.7,411.2,1045.2,0.888
164,6.56,B,both_agree,1352.3,440.6,1717.5,932.6,0.88
164,6.56,B,both_agree,2802.9,791.1,3147.8,1438.1,0.753
164,6.56,B,both_agree,2661.6,693.8,2963.3,1132.4,0.638
165,6.6,A,scrfd,1364.3,437.4,1732.4,927.7,0.878
165,6.6,A,scrfd,2797.6,804.3,3141.1,1425.6,0.777
165,6.6,A,scrfd,2645.6,695.7,2961.9,1135.3,0.725
165,6.6,A,orphan_safetynet,0,405.9,411.7,1048.0,0.893
165,6.6,B,both_agree,1364.3,437.4,1732.4,927.7,0.878
165,6.6,B,both_agree,2797.6,804.3,3141.1,1425.6,0.777
165,6.6,B,both_agree,2645.6,695.7,2961.9,1135.3,0.725
166,6.64,A,scrfd,1374.5,435.4,1747.4,921.2,0.882
166,6.64,A,scrfd,2794.2,797.5,3133.2,1413.4,0.786
166,6.64,A,scrfd,2636.9,696.7,2954.3,1136.9,0.724
166,6.64,A,orphan_safetynet,0,423.1,412.4,1057.5,0.896
166,6.64,B,both_agree,1374.5,435.4,1747.4,921.2,0.882
166,6.64,B,both_agree,2794.2,797.5,3133.2,1413.4,0.786
166,6.64,B,both_agree,2636.9,696.7,2954.3,1136.9,0.724
167,6.68,A,scrfd,1386.9,430.2,1761.7,918.5,0.886
167,6.68,A,scrfd,2626.8,711.2,2930.9,1108.1,0.829
167,6.68,A,scrfd,2797.6,789.1,3116.7,1397.3,0.761
167,6.68,A,orphan_safetynet,0,436.2,414.2,1065.5,0.897
167,6.68,B,both_agree,1386.9,430.2,1761.7,918.5,0.886
167,6.68,B,both_agree,2626.8,711.2,2930.9,1108.1,0.829
167,6.68,B,both_agree,2797.6,789.1,3116.7,1397.3,0.761
168,6.72,A,scrfd,1396.8,424.1,1772.0,914.5,0.894
168,6.72,A,scrfd,2618.2,715.4,2924.5,1108.3,0.817
168,6.72,A,scrfd,2798.3,783.7,3113.7,1376.9,0.729
168,6.72,A,orphan_safetynet,0,461.8,416.2,1078.2,0.902
168,6.72,B,both_agree,1396.8,424.1,1772.0,914.5,0.894
168,6.72,B,both_agree,2618.2,715.4,2924.5,1108.3,0.817
168,6.72,B,both_agree,2798.3,783.7,3113.7,1376.9,0.729
168,6.72,B,yoloface_only,84.9,612.5,244.4,940.8,0.408
169,6.76,A,scrfd,1410.9,419.3,1785.0,913.3,0.886
169,6.76,A,scrfd,2595.9,716.0,2923.1,1118.8,0.786
169,6.76,A,scrfd,2801.2,780.5,3104.1,1361.5,0.696
169,6.76,A,orphan_safetynet,0,477.5,426.3,1087.0,0.903
169,6.76,B,both_agree,1410.9,419.3,1785.0,913.3,0.886
169,6.76,B,both_agree,2595.9,716.0,2923.1,1118.8,0.786
169,6.76,B,both_agree,2801.2,780.5,3104.1,1361.5,0.696
169,6.76,B,yoloface_only,114.9,633.8,258.5,936.4,0.465
170,6.8,A,scrfd,1427.2,413.7,1798.3,914.6,0.885
170,6.8,A,scrfd,2589.6,717.9,2913.2,1119.6,0.835
170,6.8,A,scrfd,2809.4,783.0,3101.0,1343.3,0.65
170,6.8,A,orphan_safetynet,0,495.7,436.3,1094.3,0.901
170,6.8,B,both_agree,1427.2,413.7,1798.3,914.6,0.885
170,6.8,B,both_agree,2589.6,717.9,2913.2,1119.6,0.835
170,6.8,B,both_agree,2809.4,783.0,3101.0,1343.3,0.65
170,6.8,B,yoloface_only,127.5,658.3,271.0,942.5,0.418
171,6.84,A,scrfd,1437.5,411.8,1811.6,908.9,0.884
171,6.84,A,scrfd,2580.8,717.2,2906.4,1121.8,0.859
171,6.84,A,scrfd,2809.8,766.6,3106.8,1334.4,0.641
171,6.84,A,orphan_safetynet,0,503.2,443.6,1113.6,0.909
171,6.84,B,both_agree,1437.5,411.8,1811.6,908.9,0.884
171,6.84,B,both_agree,2580.8,717.2,2906.4,1121.8,0.859
171,6.84,B,both_agree,2809.8,766.6,3106.8,1334.4,0.641
171,6.84,B,yoloface_only,127.8,656.5,285.7,978.3,0.435
172,6.88,A,scrfd,1452.9,409.0,1821.5,909.4,0.879
172,6.88,A,scrfd,2570.5,719.1,2902.2,1126.0,0.843
172,6.88,A,scrfd,2810.0,762.2,3109.9,1331.4,0.618
172,6.88,A,orphan_safetynet,0,511.1,470.4,1110.9,0.908
172,6.88,B,both_agree,1452.9,409.0,1821.5,909.4,0.879
172,6.88,B,both_agree,2570.5,719.1,2902.2,1126.0,0.843
172,6.88,B,both_agree,2810.0,762.2,3109.9,1331.4,0.618
173,6.92,A,scrfd,1460.3,409.6,1835.6,904.4,0.875
173,6.92,A,scrfd,2561.8,725.6,2894.3,1121.6,0.85
173,6.92,A,scrfd,2813.4,748.0,3106.0,1324.8,0.57
173,6.92,A,orphan_safetynet,0,528.8,491.9,1132.6,0.908
173,6.92,B,both_agree,1460.3,409.6,1835.6,904.4,0.875
173,6.92,B,both_agree,2561.8,725.6,2894.3,1121.6,0.85
173,6.92,B,both_agree,2813.4,748.0,3106.0,1324.8,0.57
173,6.92,B,yoloface_only,164.2,699.1,313.6,996.9,0.444
174,6.96,A,scrfd,1472.7,408.1,1848.8,904.0,0.877
174,6.96,A,scrfd,2553.2,723.7,2887.3,1128.8,0.83
174,6.96,A,scrfd,2810.7,736.5,3102.8,1319.6,0.612
174,6.96,A,orphan_safetynet,0,524.1,519.7,1128.8,0.911
174,6.96,B,both_agree,1472.7,408.1,1848.8,904.0,0.877
174,6.96,B,both_agree,2553.2,723.7,2887.3,1128.8,0.83
174,6.96,B,both_agree,2810.7,736.5,3102.8,1319.6,0.612
174,6.96,B,yoloface_only,175.3,708.5,331.7,988.6,0.423
175,7.0,A,scrfd,1480.0,408.1,1858.0,899.7,0.885
175,7.0,A,scrfd,2545.9,730.5,2884.8,1131.8,0.771
175,7.0,A,scrfd,2812.4,721.6,3102.6,1314.3,0.578
175,7.0,A,orphan_safetynet,0,533.5,554.7,1135.1,0.917
175,7.0,B,both_agree,1480.0,408.1,1858.0,899.7,0.885
175,7.0,B,both_agree,2545.9,730.5,2884.8,1131.8,0.771
175,7.0,B,both_agree,2812.4,721.6,3102.6,1314.3,0.578
175,7.0,B,yoloface_only,199.5,699.4,346.1,994.9,0.476
176,7.04,A,scrfd,1486.6,406.9,1866.2,899.3,0.896
176,7.04,A,scrfd,2537.0,733.0,2880.6,1141.4,0.764
176,7.04,A,scrfd,2813.1,722.7,3100.3,1310.4,0.558
176,7.04,A,orphan_safetynet,0,529.2,573.2,1137.6,0.922
176,7.04,B,both_agree,1486.6,406.9,1866.2,899.3,0.896
176,7.04,B,both_agree,2537.0,733.0,2880.6,1141.4,0.764
176,7.04,B,both_agree,2813.1,722.7,3100.3,1310.4,0.558
176,7.04,B,yoloface_only,219.5,704.8,363.8,1003.2,0.497
177,7.08,A,scrfd,1496.1,404.9,1874.7,898.6,0.895
177,7.08,A,scrfd,2532.8,740.6,2880.9,1145.0,0.772
177,7.08,A,scrfd,2813.1,721.5,3097.6,1310.6,0.568
177,7.08,A,orphan_safetynet,0,529.5,592.2,1139.5,0.923
177,7.08,B,both_agree,1496.1,404.9,1874.7,898.6,0.895
177,7.08,B,both_agree,2532.8,740.6,2880.9,1145.0,0.772
177,7.08,B,both_agree,2813.1,721.5,3097.6,1310.6,0.568
177,7.08,B,yoloface_only,243.2,705.7,379.7,1007.1,0.551
178,7.12,A,scrfd,1505.8,399.3,1883.0,900.6,0.889
178,7.12,A,scrfd,2529.7,747.0,2872.3,1142.4,0.783
178,7.12,A,scrfd,2809.8,721.2,3099.4,1312.5,0.588
178,7.12,A,scrfd,253.8,711.6,392.7,1012.4,0.504
178,7.12,B,both_agree,1505.8,399.3,1883.0,900.6,0.889
178,7.12,B,both_agree,2529.7,747.0,2872.3,1142.4,0.783
178,7.12,B,both_agree,2809.8,721.2,3099.4,1312.5,0.588
178,7.12,B,both_agree,253.8,711.6,392.7,1012.4,0.504
179,7.16,A,scrfd,1514.0,397.8,1893.5,893.4,0.895
179,7.16,A,scrfd,2523.3,751.4,2872.3,1149.0,0.809
179,7.16,A,scrfd,2810.0,729.8,3097.3,1312.1,0.558
179,7.16,A,orphan_safetynet,0,546.1,622.4,1136.3,0.924
179,7.16,B,both_agree,1514.0,397.8,1893.5,893.4,0.895
179,7.16,B,both_agree,2523.3,751.4,2872.3,1149.0,0.809
179,7.16,B,both_agree,2810.0,729.8,3097.3,1312.1,0.558
179,7.16,B,yoloface_only,264.2,716.9,410.7,1015.9,0.545
180,7.2,A,scrfd,1521.5,397.2,1905.4,888.7,0.891
180,7.2,A,scrfd,2516.7,755.6,2863.1,1152.8,0.809
180,7.2,A,scrfd,2811.0,751.5,3105.4,1306.7,0.583
180,7.2,A,orphan_safetynet,0,550.0,642.4,1139.6,0.925
180,7.2,B,both_agree,1521.5,397.2,1905.4,888.7,0.891
180,7.2,B,both_agree,2516.7,755.6,2863.1,1152.8,0.809
180,7.2,B,both_agree,2811.0,751.5,3105.4,1306.7,0.583
180,7.2,B,yoloface_only,282.0,715.7,426.9,1013.4,0.558
181,7.24,A,scrfd,1529.1,390.5,1909.5,887.9,0.886
181,7.24,A,scrfd,2510.3,765.9,2854.6,1153.0,0.834
181,7.24,A,scrfd,2804.4,733.3,3097.9,1319.8,0.601
181,7.24,A,scrfd,295.5,721.2,441.0,1019.1,0.532
181,7.24,B,both_agree,1529.1,390.5,1909.5,887.9,0.886
181,7.24,B,both_agree,2510.3,765.9,2854.6,1153.0,0.834
181,7.24,B,both_agree,2804.4,733.3,3097.9,1319.8,0.601
181,7.24,B,both_agree,295.5,721.2,441.0,1019.1,0.532
182,7.28,A,scrfd,1531.5,381.8,1917.9,885.3,0.889
182,7.28,A,scrfd,2508.3,765.0,2844.0,1154.3,0.828
182,7.28,A,scrfd,2806.1,750.3,3106.6,1319.2,0.601
182,7.28,A,scrfd,313.4,728.1,456.4,1018.6,0.519
182,7.28,B,both_agree,1531.5,381.8,1917.9,885.3,0.889
182,7.28,B,both_agree,2508.3,765.0,2844.0,1154.3,0.828
182,7.28,B,both_agree,2806.1,750.3,3106.6,1319.2,0.601
182,7.28,B,both_agree,313.4,728.1,456.4,1018.6,0.519
183,7.32,A,scrfd,1537.2,376.2,1923.2,881.6,0.886
183,7.32,A,scrfd,2505.4,769.6,2832.8,1156.6,0.825
183,7.32,A,scrfd,2800.9,759.8,3102.5,1322.5,0.637
183,7.32,A,orphan_safetynet,0,553.8,710.3,1146.7,0.935
183,7.32,B,both_agree,1537.2,376.2,1923.2,881.6,0.886
183,7.32,B,both_agree,2505.4,769.6,2832.8,1156.6,0.825
183,7.32,B,both_agree,2800.9,759.8,3102.5,1322.5,0.637
183,7.32,B,yoloface_only,331.7,713.2,470.9,1011.0,0.556
184,7.36,A,scrfd,1545.8,368.9,1930.3,879.4,0.888
184,7.36,A,scrfd,2504.2,774.8,2821.7,1155.1,0.81
184,7.36,A,scrfd,2795.4,764.8,3099.2,1324.1,0.671
184,7.36,A,scrfd,337.4,727.7,485.0,1023.3,0.541
184,7.36,B,both_agree,1545.8,368.9,1930.3,879.4,0.888
184,7.36,B,both_agree,2504.2,774.8,2821.7,1155.1,0.81
184,7.36,B,both_agree,2795.4,764.8,3099.2,1324.1,0.671
184,7.36,B,both_agree,337.4,727.7,485.0,1023.3,0.541
185,7.4,A,scrfd,1550.5,366.4,1932.1,878.1,0.887
185,7.4,A,scrfd,2508.7,772.6,2812.1,1153.9,0.832
185,7.4,A,scrfd,2797.2,780.8,3096.7,1324.5,0.682
185,7.4,A,scrfd,354.2,730.2,501.6,1019.1,0.525
185,7.4,B,both_agree,1550.5,366.4,1932.1,878.1,0.887
185,7.4,B,both_agree,2508.7,772.6,2812.1,1153.9,0.832
185,7.4,B,both_agree,2797.2,780.8,3096.7,1324.5,0.682
185,7.4,B,both_agree,354.2,730.2,501.6,1019.1,0.525
186,7.44,A,scrfd,1553.5,365.8,1935.0,874.9,0.889
186,7.44,A,scrfd,2510.2,776.7,2798.2,1152.4,0.838
186,7.44,A,scrfd,2796.1,769.3,3091.0,1327.2,0.695
186,7.44,A,scrfd,377.5,735.5,514.2,1022.6,0.522
186,7.44,B,both_agree,1553.5,365.8,1935.0,874.9,0.889
186,7.44,B,both_agree,2510.2,776.7,2798.2,1152.4,0.838
186,7.44,B,both_agree,2796.1,769.3,3091.0,1327.2,0.695
186,7.44,B,both_agree,377.5,735.5,514.2,1022.6,0.522
187,7.48,A,scrfd,1555.0,365.4,1937.5,875.8,0.89
187,7.48,A,scrfd,2512.3,780.7,2786.8,1151.0,0.837
187,7.48,A,scrfd,2795.6,774.6,3084.2,1323.2,0.675
187,7.48,A,scrfd,384.9,734.2,531.7,1027.3,0.551
187,7.48,B,both_agree,1555.0,365.4,1937.5,875.8,0.89
187,7.48,B,both_agree,2512.3,780.7,2786.8,1151.0,0.837
187,7.48,B,both_agree,2795.6,774.6,3084.2,1323.2,0.675
187,7.48,B,both_agree,384.9,734.2,531.7,1027.3,0.551
188,7.52,A,scrfd,1556.5,362.3,1941.1,875.4,0.893
188,7.52,A,scrfd,2512.0,775.8,2769.3,1152.3,0.826
188,7.52,A,scrfd,2795.1,767.7,3080.3,1322.9,0.678
188,7.52,A,orphan_safetynet,0,568.0,782.5,1151.0,0.928
188,7.52,B,both_agree,1556.5,362.3,1941.1,875.4,0.893
188,7.52,B,both_agree,2512.0,775.8,2769.3,1152.3,0.826
188,7.52,B,both_agree,2795.1,767.7,3080.3,1322.9,0.678
188,7.52,B,yoloface_only,409.0,729.8,549.8,1012.0,0.486
189,7.56,A,scrfd,1560.2,364.1,1942.5,874.6,0.893
189,7.56,A,scrfd,2507.8,778.1,2765.5,1152.2,0.833
189,7.56,A,scrfd,2805.0,759.6,3079.1,1315.4,0.656
189,7.56,A,orphan_safetynet,0,579.0,812.8,1161.6,0.932
189,7.56,B,both_agree,1560.2,364.1,1942.5,874.6,0.893
189,7.56,B,both_agree,2507.8,778.1,2765.5,1152.2,0.833
189,7.56,B,both_agree,2805.0,759.6,3079.1,1315.4,0.656
189,7.56,B,yoloface_only,426.7,741.5,561.8,1020.3,0.522
190,7.6,A,scrfd,1561.3,361.7,1946.6,874.4,0.897
190,7.6,A,scrfd,2502.4,776.2,2758.0,1154.0,0.83
190,7.6,A,scrfd,2802.7,740.4,3083.9,1308.8,0.682
190,7.6,A,orphan_safetynet,0,589.6,824.4,1167.9,0.937
190,7.6,B,both_agree,1561.3,361.7,1946.6,874.4,0.897
190,7.6,B,both_agree,2502.4,776.2,2758.0,1154.0,0.83
190,7.6,B,both_agree,2802.7,740.4,3083.9,1308.8,0.682
190,7.6,B,yoloface_only,438.7,748.9,580.2,1042.5,0.498
191,7.64,A,scrfd,1561.4,361.5,1948.4,873.8,0.898
191,7.64,A,scrfd,2500.7,775.5,2748.4,1155.8,0.807
191,7.64,A,scrfd,2814.7,752.7,3079.8,1305.8,0.644
191,7.64,A,orphan_safetynet,0,589.3,839.8,1164.0,0.936
191,7.64,B,both_agree,1561.4,361.5,1948.4,873.8,0.898
191,7.64,B,both_agree,2500.7,775.5,2748.4,1155.8,0.807
191,7.64,B,both_agree,2814.7,752.7,3079.8,1305.8,0.644
191,7.64,B,yoloface_only,450.9,760.9,595.5,1054.7,0.513
192,7.68,A,scrfd,1562.9,361.4,1950.6,872.7,0.9
192,7.68,A,scrfd,2500.1,784.1,2737.0,1152.4,0.777
192,7.68,A,scrfd,2815.4,744.6,3085.0,1302.4,0.641
192,7.68,A,orphan_safetynet,0,608.4,865.4,1174.3,0.931
192,7.68,B,both_agree,1562.9,361.4,1950.6,872.7,0.9
192,7.68,B,both_agree,2500.1,784.1,2737.0,1152.4,0.777
192,7.68,B,both_agree,2815.4,744.6,3085.0,1302.4,0.641
192,7.68,B,yoloface_only,467.6,766.3,608.8,1057.9,0.448
193,7.72,A,scrfd,1564.6,361.0,1951.9,872.6,0.899
193,7.72,A,scrfd,2505.3,788.3,2728.2,1151.6,0.763
193,7.72,A,scrfd,2819.6,748.1,3084.3,1299.4,0.558
193,7.72,A,orphan_safetynet,0,624.3,881.3,1186.6,0.929
193,7.72,B,both_agree,1564.6,361.0,1951.9,872.6,0.899
193,7.72,B,both_agree,2505.3,788.3,2728.2,1151.6,0.763
193,7.72,B,both_agree,2819.6,748.1,3084.3,1299.4,0.558
193,7.72,B,yoloface_only,481.3,768.1,629.5,1079.6,0.42
194,7.76,A,scrfd,1565.4,360.6,1952.8,872.3,0.9
194,7.76,A,scrfd,2503.1,790.0,2725.1,1152.6,0.778
194,7.76,A,scrfd,2845.5,775.0,3086.4,1309.6,0.532
194,7.76,A,orphan_safetynet,0,634.6,903.0,1192.8,0.931
194,7.76,B,both_agree,1565.4,360.6,1952.8,872.3,0.9
194,7.76,B,both_agree,2503.1,790.0,2725.1,1152.6,0.778
194,7.76,B,both_agree,2845.5,775.0,3086.4,1309.6,0.532
195,7.8,A,scrfd,1565.3,361.3,1953.3,871.2,0.901
195,7.8,A,scrfd,2501.3,798.4,2715.8,1155.8,0.77
195,7.8,A,scrfd,2827.4,741.6,3092.2,1295.2,0.545
195,7.8,A,orphan_safetynet,0,647.4,919.8,1199.3,0.93
195,7.8,B,both_agree,1565.3,361.3,1953.3,871.2,0.901
195,7.8,B,both_agree,2501.3,798.4,2715.8,1155.8,0.77
195,7.8,B,both_agree,2827.4,741.6,3092.2,1295.2,0.545
195,7.8,B,yoloface_only,529.3,814.4,656.6,1091.6,0.404
196,7.84,A,scrfd,1566.1,360.7,1953.2,870.9,0.902
196,7.84,A,scrfd,2501.2,804.3,2710.6,1159.3,0.767
196,7.84,A,scrfd,2824.2,731.8,3095.2,1293.3,0.586
196,7.84,A,scrfd,536.4,832.8,674.1,1114.2,0.507
196,7.84,B,both_agree,1566.1,360.7,1953.2,870.9,0.902
196,7.84,B,both_agree,2501.2,804.3,2710.6,1159.3,0.767
196,7.84,B,both_agree,2824.2,731.8,3095.2,1293.3,0.586
196,7.84,B,both_agree,536.4,832.8,674.1,1114.2,0.507
197,7.88,A,scrfd,1566.4,361.2,1953.2,871.1,0.901
197,7.88,A,scrfd,2497.0,808.4,2707.4,1163.5,0.737
197,7.88,A,scrfd,2824.0,735.9,3095.7,1291.1,0.597
197,7.88,A,orphan_safetynet,35.5,703.8,960.8,1234.9,0.923
197,7.88,B,both_agree,1566.4,361.2,1953.2,871.1,0.901
197,7.88,B,both_agree,2497.0,808.4,2707.4,1163.5,0.737
197,7.88,B,both_agree,2824.0,735.9,3095.7,1291.1,0.597
197,7.88,B,yoloface_only,556.4,832.9,694.2,1129.3,0.481
198,7.92,A,scrfd,1566.8,361.2,1952.9,871.4,0.9
198,7.92,A,scrfd,2489.6,812.1,2700.2,1165.7,0.751
198,7.92,A,scrfd,2818.6,740.2,3096.4,1290.5,0.606
198,7.92,A,orphan_safetynet,68.6,720.4,978.2,1244.9,0.923
198,7.92,B,both_agree,1566.8,361.2,1952.9,871.4,0.9
198,7.92,B,both_agree,2489.6,812.1,2700.2,1165.7,0.751
198,7.92,B,both_agree,2818.6,740.2,3096.4,1290.5,0.606
198,7.92,B,yoloface_only,573.2,852.0,714.6,1133.4,0.42
199,7.96,A,scrfd,1567.2,362.4,1952.6,872.1,0.899
199,7.96,A,scrfd,2483.2,814.5,2690.0,1167.7,0.714
199,7.96,A,scrfd,2821.3,750.6,3097.6,1295.1,0.579
199,7.96,A,orphan_safetynet,96.1,723.5,997.0,1244.2,0.933
199,7.96,B,both_agree,1567.2,362.4,1952.6,872.1,0.899
199,7.96,B,both_agree,2483.2,814.5,2690.0,1167.7,0.714
199,7.96,B,both_agree,2821.3,750.6,3097.6,1295.1,0.579
199,7.96,B,yoloface_only,601.5,861.4,732.8,1133.1,0.486
200,8.0,A,scrfd,1567.7,363.2,1952.3,872.6,0.898
200,8.0,A,scrfd,2472.9,816.4,2685.9,1166.9,0.71
200,8.0,A,scrfd,2842.8,769.3,3085.2,1325.1,0.521
200,8.0,A,orphan_safetynet,126.4,724.9,1012.9,1248.2,0.931
200,8.0,B,both_agree,1567.7,363.2,1952.3,872.6,0.898
200,8.0,B,both_agree,2472.9,816.4,2685.9,1166.9,0.71
200,8.0,B,both_agree,2842.8,769.3,3085.2,1325.1,0.521
200,8.0,B,yoloface_only,619.1,867.0,746.9,1141.9,0.415
201,8.04,A,scrfd,1566.7,362.9,1952.3,872.7,0.899
201,8.04,A,scrfd,2469.9,824.6,2675.9,1168.5,0.712
201,8.04,A,scrfd,2818.7,768.3,3090.4,1302.1,0.54
201,8.04,A,scrfd,635.7,870.6,756.6,1146.2,0.511
201,8.04,B,both_agree,1566.7,362.9,1952.3,872.7,0.899
201,8.04,B,both_agree,2469.9,824.6,2675.9,1168.5,0.712
201,8.04,B,both_agree,2818.7,768.3,3090.4,1302.1,0.54
201,8.04,B,both_agree,635.7,870.6,756.6,1146.2,0.511
202,8.08,A,scrfd,1564.9,363.7,1952.2,872.4,0.899
202,8.08,A,scrfd,2463.1,821.5,2669.9,1175.1,0.715
202,8.08,A,scrfd,2817.5,764.2,3089.8,1302.2,0.569
202,8.08,A,scrfd,658.3,871.3,778.2,1146.4,0.539
202,8.08,B,both_agree,1564.9,363.7,1952.2,872.4,0.899
202,8.08,B,both_agree,2463.1,821.5,2669.9,1175.1,0.715
202,8.08,B,both_agree,2817.5,764.2,3089.8,1302.2,0.569
202,8.08,B,both_agree,658.3,871.3,778.2,1146.4,0.539
203,8.12,A,scrfd,1564.8,363.6,1951.6,871.2,0.9
203,8.12,A,scrfd,2456.5,819.9,2666.9,1184.6,0.711
203,8.12,A,scrfd,2817.7,767.6,3089.0,1309.2,0.591
203,8.12,A,scrfd,674.4,874.2,795.2,1149.9,0.518
203,8.12,B,both_agree,1564.8,363.6,1951.6,871.2,0.9
203,8.12,B,both_agree,2456.5,819.9,2666.9,1184.6,0.711
203,8.12,B,both_agree,2817.7,767.6,3089.0,1309.2,0.591
203,8.12,B,both_agree,674.4,874.2,795.2,1149.9,0.518
204,8.16,A,scrfd,1563.4,364.6,1950.8,870.2,0.898
204,8.16,A,scrfd,2449.5,832.0,2661.4,1184.0,0.742
204,8.16,A,scrfd,2811.6,770.7,3080.7,1305.9,0.602
204,8.16,A,orphan_safetynet,232.9,742.0,1073.1,1260.8,0.93
204,8.16,B,both_agree,1563.4,364.6,1950.8,870.2,0.898
204,8.16,B,both_agree,2449.5,832.0,2661.4,1184.0,0.742
204,8.16,B,both_agree,2811.6,770.7,3080.7,1305.9,0.602
204,8.16,B,yoloface_only,687.9,867.9,823.9,1135.6,0.525
205,8.2,A,scrfd,1562.8,363.5,1949.6,870.3,0.897
205,8.2,A,scrfd,2441.7,839.9,2649.0,1188.6,0.744
205,8.2,A,scrfd,2799.7,768.5,3075.7,1320.3,0.632
205,8.2,A,scrfd,713.2,873.1,837.8,1148.6,0.546
205,8.2,B,both_agree,1562.8,363.5,1949.6,870.3,0.897
205,8.2,B,both_agree,2441.7,839.9,2649.0,1188.6,0.744
205,8.2,B,both_agree,2799.7,768.5,3075.7,1320.3,0.632
205,8.2,B,both_agree,713.2,873.1,837.8,1148.6,0.546
206,8.24,A,scrfd,1562.0,362.7,1948.0,870.0,0.896
206,8.24,A,scrfd,2436.9,840.2,2627.7,1187.1,0.712
206,8.24,A,scrfd,2786.5,767.4,3071.8,1325.2,0.642
206,8.24,A,scrfd,729.9,878.9,854.0,1146.4,0.554
206,8.24,B,both_agree,1562.0,362.7,1948.0,870.0,0.896
206,8.24,B,both_agree,2436.9,840.2,2627.7,1187.1,0.712
206,8.24,B,both_agree,2786.5,767.4,3071.8,1325.2,0.642
206,8.24,B,both_agree,729.9,878.9,854.0,1146.4,0.554
207,8.28,A,scrfd,1559.0,359.2,1947.0,870.5,0.896
207,8.28,A,scrfd,2420.9,849.3,2619.8,1191.1,0.689
207,8.28,A,scrfd,2776.6,782.7,3068.3,1329.8,0.669
207,8.28,A,scrfd,750.5,867.8,876.6,1148.7,0.542
207,8.28,A,orphan_safetynet,3682.4,1040.2,3840,1228.8,0.33
207,8.28,B,both_agree,1559.0,359.2,1947.0,870.5,0.896
207,8.28,B,both_agree,2420.9,849.3,2619.8,1191.1,0.689
207,8.28,B,both_agree,2776.6,782.7,3068.3,1329.8,0.669
207,8.28,B,both_agree,750.5,867.8,876.6,1148.7,0.542
208,8.32,A,scrfd,1558.0,358.6,1944.4,871.2,0.894
208,8.32,A,scrfd,2766.8,792.0,3065.8,1351.4,0.694
208,8.32,A,scrfd,2411.4,850.5,2612.1,1202.6,0.687
208,8.32,A,scrfd,767.4,858.8,902.8,1146.3,0.637
208,8.32,A,orphan_safetynet,3704.7,1033.6,3840,1225.9,0.397
208,8.32,B,both_agree,1558.0,358.6,1944.4,871.2,0.894
208,8.32,B,both_agree,2766.8,792.0,3065.8,1351.4,0.694
208,8.32,B,both_agree,2411.4,850.5,2612.1,1202.6,0.687
208,8.32,B,both_agree,767.4,858.8,902.8,1146.3,0.637
209,8.36,A,scrfd,1558.2,356.4,1941.3,873.0,0.894
209,8.36,A,scrfd,2742.3,796.2,3061.7,1370.8,0.743
209,8.36,A,scrfd,2399.0,868.3,2593.5,1194.0,0.627
209,8.36,A,scrfd,778.6,855.4,916.3,1157.1,0.581
209,8.36,A,orphan_safetynet,3707.4,1025.2,3840,1221.4,0.483
209,8.36,B,both_agree,1558.2,356.4,1941.3,873.0,0.894
209,8.36,B,both_agree,2742.3,796.2,3061.7,1370.8,0.743
